subject_id,gallery,media_path
G00017,False,./BTS1/full/G00017/field/400m/wb/G00017_set1_struct_1622144676087_7e78f1d7.mp4
G00025,False,./BTS1/full/G00025/field/close_range/wb/G00025_set1_struct_HDZP252DI_004084F3B9C7_8e3000c9.mp4
G00025,False,./BTS1/full/G00025/field/500m/wb/G00025_set1_struct_1621950202013_9af4e8e1.mp4
G00025,False,./BTS1/full/G00025/field/close_range/wb/G00025_set1_struct_HDZP252DI_004084F3B9C7_8e3000c9.mp4
G00025,False,./BTS1/full/G00025/field/500m/face/G00025_set1_struct_1621950202010_01a0c552.mp4
G00025,False,./BTS1/full/G00025/field/close_range/wb/G00025_set1_rand_HDZP252DI_004084F3B9C7_04c61f1c.mp4
G00025,False,./BTS1/full/G00025/field/500m/face/G00025_set1_struct_1621950202010_01a0c552.mp4
G00025,False,./BTS1/full/G00025/field/500m/wb/G00025_set1_rand_1621950202013_8e08aa56.mp4
G00025,False,./BTS1/full/G00025/field/close_range/wb/G00025_set1_stand_HDZP252DI_004084F3B9C7_f7e561d5.mp4
G00025,False,./BTS1/full/G00025/field/close_range/wb/G00025_set1_rand_HDZP252DI_004084F3B9C7_04c61f1c.mp4
G00025,False,./BTS1/full/G00025/field/close_range/wb/G00025_set1_stand_HDZP252DI_004084F3B9C7_f7e561d5.mp4
G00025,False,./BTS1/full/G00025/field/500m/wb/G00025_set1_struct_1621950202013_9af4e8e1.mp4
G00025,False,./BTS1/full/G00025/field/500m/face/G00025_set1_rand_1621950202010_1a7873b2.mp4
G00025,False,./BTS1/full/G00025/field/500m/face/G00025_set1_struct_1621950202010_01a0c552.mp4
G00025,False,./BTS1/full/G00025/field/500m/wb/G00025_set1_struct_1621950202013_9af4e8e1.mp4
G00025,False,./BTS1/full/G00025/field/close_range/wb/G00025_set1_struct_HDZP252DI_004084F3B9C7_8e3000c9.mp4
G00025,False,./BTS1/full/G00025/field/500m/face/G00025_set1_rand_1621950202010_1a7873b2.mp4
G00025,False,./BTS1/full/G00025/field/500m/wb/G00025_set1_struct_1621950202013_9af4e8e1.mp4
G00025,False,./BTS1/full/G00025/field/500m/wb/G00025_set1_struct_1621950202013_9af4e8e1.mp4
G00025,False,./BTS1/full/G00025/field/500m/face/G00025_set1_struct_1621950202010_01a0c552.mp4
G00025,False,./BTS1/full/G00025/field/500m/wb/G00025_set1_rand_1621950202013_8e08aa56.mp4
G00025,False,./BTS1/full/G00025/field/close_range/wb/G00025_set1_struct_HDZP252DI_004084F3B9C7_8e3000c9.mp4
G00026,False,./BTS1/full/G00026/field/200m/wb/G00026_set1_stand_1621977803790_2642ad27.mp4
G00026,False,./BTS1/full/G00026/field/500m/wb/G00026_set1_struct_1621977803769_285744ad.mp4
G00026,False,./BTS1/full/G00026/field/500m/wb/G00026_set1_stand_1621977803769_05d36d21.mp4
G00026,False,./BTS1/full/G00026/field/400m/face/G00026_set1_stand_1621977803808_922db3fa.mp4
G00026,False,./BTS1/full/G00026/field/500m/face/G00026_set1_stand_1621977803786_171eff9c.mp4
G00026,False,./BTS1/full/G00026/field/close_range/wb/G00026_set1_rand_HDZP252DI_004084F3B9C7_c8170da2.mp4
G00026,False,./BTS1/full/G00026/field/500m/face/G00026_set1_stand_1621977803786_171eff9c.mp4
G00026,False,./BTS1/full/G00026/field/500m/face/G00026_set1_stand_1621977803786_171eff9c.mp4
G00026,False,./BTS1/full/G00026/field/500m/face/G00026_set1_struct_1621977803786_aba82d5f.mp4
G00026,False,./BTS1/full/G00026/field/200m/face/G00026_set1_stand_1621977803782_9772deda.mp4
G00026,False,./BTS1/full/G00026/field/500m/face/G00026_set1_struct_1621977803786_aba82d5f.mp4
G00026,False,./BTS1/full/G00026/field/500m/wb/G00026_set1_rand_1621977803769_57b9db25.mp4
G00026,False,./BTS1/full/G00026/field/500m/face/G00026_set1_rand_1621977803786_3f3f3099.mp4
G00026,False,./BTS1/full/G00026/field/200m/wb/G00026_set1_stand_1621977803790_2642ad27.mp4
G00026,False,./BTS1/full/G00026/field/500m/wb/G00026_set1_stand_1621977803769_05d36d21.mp4
G00026,False,./BTS1/full/G00026/field/200m/face/G00026_set1_stand_1621977803782_9772deda.mp4
G00026,False,./BTS1/full/G00026/field/400m/face/G00026_set1_stand_1621977803808_922db3fa.mp4
G00026,False,./BTS1/full/G00026/field/500m/wb/G00026_set1_struct_1621977803769_285744ad.mp4
G00026,False,./BTS1/full/G00026/field/500m/face/G00026_set1_stand_1621977803786_171eff9c.mp4
G00026,False,./BTS1/full/G00026/field/close_range/wb/G00026_set1_stand_HDZP252DI_004084F3B9C7_42101631.mp4
G00026,False,./BTS1/full/G00026/field/500m/face/G00026_set1_stand_1621977803786_171eff9c.mp4
G00028,False,./BTS1/full/G00028/field/close_range/wb/G00028_set1_stand_HDZP252DI_004084F3B9C7_e0c2a7ec.mp4
G00028,False,./BTS1/full/G00028/field/200m/face/G00028_set1_stand_1621955203079_9c582b8a.mp4
G00028,False,./BTS1/full/G00028/field/close_range/wb/G00028_set1_stand_HDZP252DI_004084F3B9C7_e0c2a7ec.mp4
G00028,False,./BTS1/full/G00028/field/200m/face/G00028_set1_stand_1621955203079_9c582b8a.mp4
G00028,False,./BTS1/full/G00028/field/400m/face/G00028_set1_rand_1621955259841_ce0077db.mp4
G00028,False,./BTS1/full/G00028/field/200m/face/G00028_set1_stand_1621955203079_9c582b8a.mp4
G00028,False,./BTS1/full/G00028/field/200m/face/G00028_set1_stand_1621955203079_9c582b8a.mp4
G00028,False,./BTS1/full/G00028/field/500m/face/G00028_set1_stand_1621955259787_d1573d60.mp4
G00028,False,./BTS1/full/G00028/field/400m/face/G00028_set1_stand_1621955259841_4361fb3f.mp4
G00028,False,./BTS1/full/G00028/field/500m/face/G00028_set1_stand_1621955259787_d1573d60.mp4
G00028,False,./BTS1/full/G00028/field/400m/face/G00028_set1_stand_1621955259841_4361fb3f.mp4
G00028,False,./BTS1/full/G00028/field/400m/face/G00028_set1_stand_1621955259841_4361fb3f.mp4
G00028,False,./BTS1/full/G00028/field/200m/face/G00028_set1_stand_1621955203079_9c582b8a.mp4
G00028,False,./BTS1/full/G00028/field/500m/face/G00028_set1_stand_1621955259787_d1573d60.mp4
G00028,False,./BTS1/full/G00028/field/close_range/wb/G00028_set1_rand_HDZP252DI_004084F3B9C7_60e06fd5.mp4
G00028,False,./BTS1/full/G00028/field/200m/face/G00028_set1_stand_1621955203079_9c582b8a.mp4
G00028,False,./BTS1/full/G00028/field/500m/face/G00028_set1_stand_1621955259787_d1573d60.mp4
G00028,False,./BTS1/full/G00028/field/400m/face/G00028_set1_stand_1621955259841_4361fb3f.mp4
G00028,False,./BTS1/full/G00028/field/500m/face/G00028_set1_stand_1621955259787_d1573d60.mp4
G00028,False,./BTS1/full/G00028/field/400m/face/G00028_set1_stand_1621955259841_4361fb3f.mp4
G00028,False,./BTS1/full/G00028/field/200m/face/G00028_set1_stand_1621955203079_9c582b8a.mp4
G00041,False,./BTS1/full/G00041/field/uav/wb/G00041_set1_rand_Anafi_fe7812c4.mp4
G00041,False,./BTS1/full/G00041/field/500m/face/G00041_set1_stand_1621876105744_362325ee.mp4
G00041,False,./BTS1/full/G00041/field/500m/face/G00041_set1_stand_1621876105744_362325ee.mp4
G00041,False,./BTS1/full/G00041/field/500m/face/G00041_set1_struct_1621876105744_d0aefee2.mp4
G00041,False,./BTS1/full/G00041/field/500m/face/G00041_set1_stand_1621876105744_362325ee.mp4
G00041,False,./BTS1/full/G00041/field/500m/face/G00041_set1_rand_1621876105744_b3923eb9.mp4
G00041,False,./BTS1/full/G00041/field/500m/face/G00041_set1_rand_1621876105744_b3923eb9.mp4
G00052,False,./BTS1/full/G00052/field/close_range/wb/G00052_set1_stand_HDZP252DI_004084F3B9C7_f1debb42.mp4
G00052,False,./BTS1/full/G00052/field/500m/wb/G00052_set1_struct_1621966337908_1041999e.mp4
G00052,False,./BTS1/full/G00052/field/500m/face/G00052_set1_rand_1621966337872_2e057b69.mp4
G00052,False,./BTS1/full/G00052/field/close_range/wb/G00052_set1_struct_HDZP252DI_004084F3B9C7_2ea19c61.mp4
G00052,False,./BTS1/full/G00052/field/close_range/wb/G00052_set1_rand_HDZP252DI_004084F3B9C7_b8583a79.mp4
G00052,False,./BTS1/full/G00052/field/400m/face/G00052_set1_struct_1621966337902_7cc94776.mp4
G00052,False,./BTS1/full/G00052/field/500m/wb/G00052_set1_struct_1621966337908_1041999e.mp4
G00052,False,./BTS1/full/G00052/field/500m/wb/G00052_set1_struct_1621966337908_1041999e.mp4
G00052,False,./BTS1/full/G00052/field/500m/face/G00052_set1_rand_1621966337872_2e057b69.mp4
G00052,False,./BTS1/full/G00052/field/400m/face/G00052_set1_rand_1621966337902_84200b62.mp4
G00052,False,./BTS1/full/G00052/field/close_range/wb/G00052_set1_rand_HDZP252DI_004084F3B9C7_b8583a79.mp4
G00052,False,./BTS1/full/G00052/field/close_range/wb/G00052_set1_stand_HDZP252DI_004084F3B9C7_f1debb42.mp4
G00052,False,./BTS1/full/G00052/field/400m/face/G00052_set1_rand_1621966337902_84200b62.mp4
G00052,False,./BTS1/full/G00052/field/close_range/wb/G00052_set1_struct_HDZP252DI_004084F3B9C7_2ea19c61.mp4
G00052,False,./BTS1/full/G00052/field/500m/wb/G00052_set1_rand_1621966337908_1364b06b.mp4
G00052,False,./BTS1/full/G00052/field/200m/wb/G00052_set1_struct_DWC-MPTZ336XW_0007D81E1310_a1738774.mp4
G00052,False,./BTS1/full/G00052/field/500m/face/G00052_set1_rand_1621966337872_2e057b69.mp4
G00052,False,./BTS1/full/G00052/field/500m/wb/G00052_set1_rand_1621966337908_1364b06b.mp4
G00052,False,./BTS1/full/G00052/field/500m/wb/G00052_set1_rand_1621966337908_1364b06b.mp4
G00052,False,./BTS1/full/G00052/field/500m/wb/G00052_set1_struct_1621966337908_1041999e.mp4
G00052,False,./BTS1/full/G00052/field/close_range/wb/G00052_set1_struct_HDZP252DI_004084F3B9C7_2ea19c61.mp4
G00067,False,./BTS1/full/G00067/field/close_range/wb/G00067_set1_stand_HDZP252DI_004084F3B9C7_18bf376f.mp4
G00067,False,./BTS1/full/G00067/field/close_range/wb/G00067_set1_struct_HDZP252DI_004084F3B9C7_4afb5ff4.mp4
G00067,False,./BTS1/full/G00067/field/500m/face/G00067_set1_rand_1621960090382_d5ae00dc.mp4
G00067,False,./BTS1/full/G00067/field/500m/face/G00067_set1_struct_1621960090382_cbf15a49.mp4
G00067,False,./BTS1/full/G00067/field/500m/face/G00067_set1_struct_1621960090382_cbf15a49.mp4
G00067,False,./BTS1/full/G00067/field/500m/wb/G00067_set1_struct_1621960090424_0f3d824c.mp4
G00067,False,./BTS1/full/G00067/field/500m/wb/G00067_set1_rand_1621960090424_78a07fcb.mp4
G00067,False,./BTS1/full/G00067/field/close_range/wb/G00067_set1_rand_HDZP252DI_004084F3B9C7_c48a56e4.mp4
G00067,False,./BTS1/full/G00067/field/500m/wb/G00067_set1_struct_1621960090424_0f3d824c.mp4
G00067,False,./BTS1/full/G00067/field/close_range/wb/G00067_set1_struct_HDZP252DI_004084F3B9C7_4afb5ff4.mp4
G00067,False,./BTS1/full/G00067/field/500m/wb/G00067_set1_rand_1621960090424_78a07fcb.mp4
G00067,False,./BTS1/full/G00067/field/close_range/wb/G00067_set1_stand_HDZP252DI_004084F3B9C7_18bf376f.mp4
G00067,False,./BTS1/full/G00067/field/close_range/wb/G00067_set1_stand_HDZP252DI_004084F3B9C7_18bf376f.mp4
G00067,False,./BTS1/full/G00067/field/500m/wb/G00067_set1_struct_1621960090424_0f3d824c.mp4
G00067,False,./BTS1/full/G00067/field/500m/face/G00067_set1_rand_1621960090382_d5ae00dc.mp4
G00067,False,./BTS1/full/G00067/field/close_range/wb/G00067_set1_struct_HDZP252DI_004084F3B9C7_4afb5ff4.mp4
G00067,False,./BTS1/full/G00067/field/500m/face/G00067_set1_struct_1621960090382_cbf15a49.mp4
G00067,False,./BTS1/full/G00067/field/500m/face/G00067_set1_struct_1621960090382_cbf15a49.mp4
G00067,False,./BTS1/full/G00067/field/500m/wb/G00067_set1_struct_1621960090424_0f3d824c.mp4
G00067,False,./BTS1/full/G00067/field/500m/wb/G00067_set1_rand_1621960090424_78a07fcb.mp4
G00067,False,./BTS1/full/G00067/field/close_range/wb/G00067_set1_struct_HDZP252DI_004084F3B9C7_4afb5ff4.mp4
G00071,False,./BTS1/full/G00071/field/200m/wb/G00071_set1_struct_1622143173826_17172c08.mp4
G00071,False,./BTS1/full/G00071/field/400m/wb/G00071_set1_struct_1622143173814_c2cc09cb.mp4
G00071,False,./BTS1/full/G00071/field/200m/wb/G00071_set1_rand_1622143173826_432c1434.mp4
G00071,False,./BTS1/full/G00071/field/close_range/wb/G00071_set1_struct_HDZP252DI_004084F3B9C7_867c3693.mp4
G00071,False,./BTS1/full/G00071/field/400m/face/G00071_set1_stand_1622143173843_ff86e4db.mp4
G00071,False,./BTS1/full/G00071/field/400m/wb/G00071_set1_struct_1622143173814_c2cc09cb.mp4
G00071,False,./BTS1/full/G00071/field/400m/face/G00071_set1_rand_1622143173843_946fab01.mp4
G00071,False,./BTS1/full/G00071/field/500m/face/G00071_set1_stand_1622143173888_7bb6d600.mp4
G00071,False,./BTS1/full/G00071/field/close_range/wb/G00071_set1_struct_DWC-MPTZ336XW_0007D81E1349_5a838aeb.mp4
G00071,False,./BTS1/full/G00071/field/400m/wb/G00071_set1_struct_1622143173814_c2cc09cb.mp4
G00071,False,./BTS1/full/G00071/field/200m/wb/G00071_set1_struct_1622143173826_17172c08.mp4
G00071,False,./BTS1/full/G00071/field/200m/wb/G00071_set1_struct_1622143173826_17172c08.mp4
G00071,False,./BTS1/full/G00071/field/400m/face/G00071_set1_stand_1622143173843_ff86e4db.mp4
G00071,False,./BTS1/full/G00071/field/500m/face/G00071_set1_stand_1622143173888_7bb6d600.mp4
G00071,False,./BTS1/full/G00071/field/400m/face/G00071_set1_rand_1622143173843_946fab01.mp4
G00071,False,./BTS1/full/G00071/field/500m/wb/G00071_set1_rand_1622143173813_f11f9f53.mp4
G00071,False,./BTS1/full/G00071/field/200m/face/G00071_set1_stand_1622143173797_8db6b5b4.mp4
G00071,False,./BTS1/full/G00071/field/400m/wb/G00071_set1_rand_1622143173814_b7af5255.mp4
G00071,False,./BTS1/full/G00071/field/200m/wb/G00071_set1_struct_1622143173826_17172c08.mp4
G00071,False,./BTS1/full/G00071/field/400m/face/G00071_set1_rand_1622143173843_946fab01.mp4
G00071,False,./BTS1/full/G00071/field/close_range/wb/G00071_set1_rand_HDZP252DI_004084F3B9C7_527fc205.mp4
G00072,False,./BTS1/full/G00072/field/400m/wb/G00072_set1_struct_1623160783181_a1c3b55a.mp4
G00072,False,./BTS1/full/G00072/field/400m/face/G00072_set1_stand_1623160272664_086e8bf3.mp4
G00072,False,./BTS1/full/G00072/field/close_range/wb/G00072_set1_stand_HDZP252DI_004084F3B9C7_4c6e3f37.mp4
G00072,False,./BTS1/full/G00072/field/500m/face/G00072_set1_struct_1623160783247_4de65750.mp4
G00072,False,./BTS1/full/G00072/field/200m/face/G00072_set1_struct_1623160783121_a29777f2.mp4
G00072,False,./BTS1/full/G00072/field/400m/face/G00072_set1_stand_1623160272664_086e8bf3.mp4
G00072,False,./BTS1/full/G00072/field/200m/wb/G00072_set1_struct_DWC-MPTZ336XW_0007D81E1310_8946bcd5.mp4
G00072,False,./BTS1/full/G00072/field/400m/wb/G00072_set1_struct_1623160783181_a1c3b55a.mp4
G00072,False,./BTS1/full/G00072/field/500m/face/G00072_set1_struct_1623160783247_4de65750.mp4
G00072,False,./BTS1/full/G00072/field/100m/wb/G00072_set1_struct_Q6215-LE_ACCC8EEAB530_1efa9674.mp4
G00072,False,./BTS1/full/G00072/field/400m/face/G00072_set1_rand_1623160872725_74c8c788.mp4
G00072,False,./BTS1/full/G00072/field/200m/wb/G00072_set1_struct_1623160783176_5effd399.mp4
G00072,False,./BTS1/full/G00072/field/400m/face/G00072_set1_stand_1623160272664_086e8bf3.mp4
G00072,False,./BTS1/full/G00072/field/400m/wb/G00072_set1_struct_1623160783181_a1c3b55a.mp4
G00072,False,./BTS1/full/G00072/field/500m/wb/G00072_set1_rand_1623160828663_d68b734e.mp4
G00072,False,./BTS1/full/G00072/field/500m/face/G00072_set1_rand_1623160783247_36c6705b.mp4
G00072,False,./BTS1/full/G00072/field/500m/wb/G00072_set1_stand_1623160228609_f5330b5d.mp4
G00072,False,./BTS1/full/G00072/field/400m/wb/G00072_set1_struct_1623160783181_a1c3b55a.mp4
G00072,False,./BTS1/full/G00072/field/400m/wb/G00072_set1_rand_1623160783181_c327b3a2.mp4
G00072,False,./BTS1/full/G00072/field/500m/face/G00072_set1_struct_1623160783247_4de65750.mp4
G00072,False,./BTS1/full/G00072/field/200m/face/G00072_set1_struct_1623160783121_a29777f2.mp4
G00073,False,./BTS1/full/G00073/field/400m/wb/G00073_set1_rand_1622559276344_e366521e.mp4
G00073,False,./BTS1/full/G00073/field/400m/face/G00073_set1_stand_1622559276393_c7cc2a8a.mp4
G00073,False,./BTS1/full/G00073/field/close_range/wb/G00073_set1_stand_HDZP252DI_004084F3B9C7_3fe31919.mp4
G00073,False,./BTS1/full/G00073/field/400m/wb/G00073_set1_stand_1622559276344_09b3ea0b.mp4
G00073,False,./BTS1/full/G00073/field/400m/wb/G00073_set1_struct_1622559276344_0456e317.mp4
G00073,False,./BTS1/full/G00073/field/400m/wb/G00073_set1_struct_1622559276344_0456e317.mp4
G00073,False,./BTS1/full/G00073/field/close_range/wb/G00073_set1_stand_HDZP252DI_004084F3B9C7_3fe31919.mp4
G00073,False,./BTS1/full/G00073/field/400m/wb/G00073_set1_stand_1622559276344_09b3ea0b.mp4
G00073,False,./BTS1/full/G00073/field/500m/face/G00073_set1_stand_1622559276325_3f2066d6.mp4
G00073,False,./BTS1/full/G00073/field/500m/face/G00073_set1_struct_1622559276325_4c063624.mp4
G00073,False,./BTS1/full/G00073/field/200m/face/G00073_set1_struct_1622559276325_71722bba.mp4
G00073,False,./BTS1/full/G00073/field/close_range/wb/G00073_set1_struct_HDZP252DI_004084F3B9C7_bcbd8175.mp4
G00073,False,./BTS1/full/G00073/field/400m/wb/G00073_set1_struct_1622559276344_0456e317.mp4
G00073,False,./BTS1/full/G00073/field/200m/face/G00073_set1_stand_1622559276325_b9b0f90b.mp4
G00073,False,./BTS1/full/G00073/field/400m/wb/G00073_set1_stand_1622559276344_09b3ea0b.mp4
G00073,False,./BTS1/full/G00073/field/400m/face/G00073_set1_stand_1622559276393_c7cc2a8a.mp4
G00073,False,./BTS1/full/G00073/field/200m/face/G00073_set1_struct_1622559276325_71722bba.mp4
G00073,False,./BTS1/full/G00073/field/400m/face/G00073_set1_stand_1622559276393_c7cc2a8a.mp4
G00073,False,./BTS1/full/G00073/field/400m/wb/G00073_set1_rand_1622559276344_e366521e.mp4
G00073,False,./BTS1/full/G00073/field/500m/face/G00073_set1_rand_1622559276325_c2e774cb.mp4
G00073,False,./BTS1/full/G00073/field/500m/face/G00073_set1_stand_1622559276325_3f2066d6.mp4
G00076,False,./BTS1/full/G00076/field/500m/face/G00076_set1_stand_1623182958800_7bf3df95.mp4
G00076,False,./BTS1/full/G00076/field/500m/wb/G00076_set1_struct_1623182958813_07754278.mp4
G00076,False,./BTS1/full/G00076/field/400m/wb/G00076_set1_struct_1623182958800_de682812.mp4
G00076,False,./BTS1/full/G00076/field/500m/face/G00076_set1_stand_1623182958800_7bf3df95.mp4
G00076,False,./BTS1/full/G00076/field/close_range/wb/G00076_set1_stand_HDZP252DI_004084F3B9C7_5f4a7440.mp4
G00076,False,./BTS1/full/G00076/field/400m/face/G00076_set1_rand_1623182958857_f0a4d4ae.mp4
G00076,False,./BTS1/full/G00076/field/400m/wb/G00076_set1_stand_1623182958800_7bfe36b1.mp4
G00076,False,./BTS1/full/G00076/field/close_range/wb/G00076_set1_stand_HDZP252DI_004084F3B9C7_5f4a7440.mp4
G00076,False,./BTS1/full/G00076/field/close_range/wb/G00076_set1_struct_HDZP252DI_004084F3B9C7_285d8cd9.mp4
G00076,False,./BTS1/full/G00076/field/400m/face/G00076_set1_stand_1623182958857_31665f88.mp4
G00076,False,./BTS1/full/G00076/field/500m/face/G00076_set1_rand_1623182958800_db77fe02.mp4
G00076,False,./BTS1/full/G00076/field/400m/face/G00076_set1_struct_1623182958857_47f2abd5.mp4
G00076,False,./BTS1/full/G00076/field/500m/wb/G00076_set1_stand_1623182958813_2444cf12.mp4
G00076,False,./BTS1/full/G00076/field/500m/face/G00076_set1_rand_1623182958800_db77fe02.mp4
G00076,False,./BTS1/full/G00076/field/500m/wb/G00076_set1_stand_1623182958813_2444cf12.mp4
G00076,False,./BTS1/full/G00076/field/500m/wb/G00076_set1_stand_1623182958813_2444cf12.mp4
G00076,False,./BTS1/full/G00076/field/500m/face/G00076_set1_stand_1623182958800_7bf3df95.mp4
G00076,False,./BTS1/full/G00076/field/400m/wb/G00076_set1_struct_1623182958800_de682812.mp4
G00076,False,./BTS1/full/G00076/field/400m/face/G00076_set1_rand_1623182958857_f0a4d4ae.mp4
G00076,False,./BTS1/full/G00076/field/400m/face/G00076_set1_struct_1623182958857_47f2abd5.mp4
G00076,False,./BTS1/full/G00076/field/500m/wb/G00076_set1_struct_1623182958813_07754278.mp4
G00078,False,./BTS1/full/G00078/field/400m/face/G00078_set1_stand_1621962894240_d04de6a7.mp4
G00078,False,./BTS1/full/G00078/field/400m/face/G00078_set1_rand_1621962894240_fe9826e9.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_stand_1621962894239_d5e70efd.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_struct_1621962894239_2960103f.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_stand_1621962894239_d5e70efd.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_struct_1621962894239_2960103f.mp4
G00078,False,./BTS1/full/G00078/field/400m/face/G00078_set1_stand_1621962894240_d04de6a7.mp4
G00078,False,./BTS1/full/G00078/field/400m/face/G00078_set1_stand_1621962894240_d04de6a7.mp4
G00078,False,./BTS1/full/G00078/field/400m/face/G00078_set1_stand_1621962894240_d04de6a7.mp4
G00078,False,./BTS1/full/G00078/field/200m/wb/G00078_set1_stand_1621962894223_42c49584.mp4
G00078,False,./BTS1/full/G00078/field/400m/face/G00078_set1_stand_1621962894240_d04de6a7.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_stand_1621962894239_d5e70efd.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_stand_1621962894239_d5e70efd.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_stand_1621962894239_d5e70efd.mp4
G00078,False,./BTS1/full/G00078/field/close_range/wb/G00078_set1_rand_HDZP252DI_004084F3B9C7_4040e423.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_struct_1621962894239_2960103f.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_stand_1621962894239_d5e70efd.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_stand_1621962894239_d5e70efd.mp4
G00078,False,./BTS1/full/G00078/field/500m/wb/G00078_set1_stand_1621962894239_d5e70efd.mp4
